DICOFRE,NUTS-II,Distrito,Concelho,Freguesia,Area_Ha
090323,centro,guarda,celorico da beira,união das freguesias de açores e velosa,2094.36
090324,centro,guarda,celorico da beira,união das freguesias de celorico (são pedro e santa maria) e vila boa do mondego,4109.85
090325,centro,guarda,celorico da beira,"união das freguesias de cortiçô da serra, vide entre vinhas e salgueirais",2233.61
090326,centro,guarda,celorico da beira,união das freguesias de rapa e cadafaz,1617.1
090403,centro,guarda,figueira de castelo rodrigo,castelo rodrigo,3294.34
090406,centro,guarda,figueira de castelo rodrigo,escalhão,7880.74
090408,centro,guarda,figueira de castelo rodrigo,figueira de castelo rodrigo,2788.08
090410,centro,guarda,figueira de castelo rodrigo,mata de lobos,3697.29
090415,centro,guarda,figueira de castelo rodrigo,vermiosa,4005.55
090418,centro,guarda,figueira de castelo rodrigo,"união das freguesias de algodres, vale de afonsinho e vilar de amargo",7236.17
090419,centro,guarda,figueira de castelo rodrigo,união das freguesias de almofala e escarigo,4733.67
090420,centro,guarda,figueira de castelo rodrigo,união das freguesias de cinco vilas e reigada,4159.06
090421,centro,guarda,figueira de castelo rodrigo,"união das freguesias de freixeda do torrão, quintã de pêro martins e penha de águia",5772.55
090422,centro,guarda,figueira de castelo rodrigo,união das freguesias do colmeal e vilar torpim,7290.01
090501,centro,guarda,fornos de algodres,algodres,1015.09
090502,centro,guarda,fornos de algodres,casal vasco,673.41
090504,centro,guarda,fornos de algodres,figueiró da granja,1168.08
090505,centro,guarda,fornos de algodres,fornos de algodres,1544.51
090507,centro,guarda,fornos de algodres,infias,278.16
090509,centro,guarda,fornos de algodres,maceira,806.05
090510,centro,guarda,fornos de algodres,matança,1381.57
090511,centro,guarda,fornos de algodres,muxagata,996.05
090512,centro,guarda,fornos de algodres,queiriz,973.65
090517,centro,guarda,fornos de algodres,união das freguesias de cortiçô e vila chã,804.45
090518,centro,guarda,fornos de algodres,"união das freguesias de juncais, vila ruiva e vila soeiro do chão",1987.13
090519,centro,guarda,fornos de algodres,união das freguesias de sobral pichorro e fuinhas,1516.88
090602,centro,guarda,gouveia,arcozelo,2402.39
090603,centro,guarda,gouveia,cativelos,1410.68
090605,centro,guarda,gouveia,folgosinho,5169.35
090612,centro,guarda,gouveia,nespereira,538.46
090613,centro,guarda,gouveia,paços da serra,1039.55
090614,centro,guarda,gouveia,ribamondego,755.39
090617,centro,guarda,gouveia,são paio,1557.36
090619,centro,guarda,gouveia,vila cortês da serra,1106.29
090620,centro,guarda,gouveia,vila franca da serra,1101.23
090621,centro,guarda,gouveia,vila nova de tazem,1595.36
090623,centro,guarda,gouveia,união das freguesias de aldeias e mangualde da serra,3754.63
090624,centro,guarda,gouveia,união das freguesias de figueiró da serra e freixo da serra,1273.04
090625,centro,guarda,gouveia,gouveia,3545.58
090626,centro,guarda,gouveia,união das freguesias de melo e nabais,1444.67
090627,centro,guarda,gouveia,união das freguesias de moimenta da serra e vinhó,1432.4
090628,centro,guarda,gouveia,união das freguesias de rio torto e lagarinhos,1934.78
090703,centro,guarda,guarda,aldeia do bispo,1316.93
090704,centro,guarda,guarda,aldeia viçosa,743.93
090705,centro,guarda,guarda,alvendre,1293.73
090706,centro,guarda,guarda,arrifana,1582.07
090708,centro,guarda,guarda,avelãs da ribeira,1130.06
090709,centro,guarda,guarda,benespera,1806.4
090711,centro,guarda,guarda,casal de cinza,1796.83
090712,centro,guarda,guarda,castanheira,2464.12
090713,centro,guarda,guarda,cavadoude,664.79
090714,centro,guarda,guarda,codesseiro,962.2
090716,centro,guarda,guarda,faia,1000.12
090717,centro,guarda,guarda,famalicão,1601.64
090718,centro,guarda,guarda,fernão joanes,2506.46
090721,centro,guarda,guarda,gonçalo bocas,644.38
090722,centro,guarda,guarda,joão antão,878.24
090723,centro,guarda,guarda,maçainhas,1220.03
090724,centro,guarda,guarda,marmeleiro,2962.76
090725,centro,guarda,guarda,meios,483.4
090728,centro,guarda,guarda,panoias de cima,1138.96
090729,centro,guarda,guarda,pega,1063.48
090730,centro,guarda,guarda,pêra do moço,2059.76
090732,centro,guarda,guarda,porto da carne,198.36
090734,centro,guarda,guarda,ramela,1015.86
090738,centro,guarda,guarda,santana da azinha,1594.38
090744,centro,guarda,guarda,sobral da serra,1120.25
090746,centro,guarda,guarda,vale de estrela,1393.8
090747,centro,guarda,guarda,valhelhas,2017.71
090748,centro,guarda,guarda,vela,2100.04
090749,centro,guarda,guarda,videmonte,5392.08
090750,centro,guarda,guarda,vila cortês do mondego,438.39
090751,centro,guarda,guarda,vila fernando,1626.95
090752,centro,guarda,guarda,vila franca do deão,1299.11
090753,centro,guarda,guarda,vila garcia,1532.73
090757,centro,guarda,guarda,gonçalo,2710.44
090758,centro,guarda,guarda,guarda,3765.63
090759,centro,guarda,guarda,jarmelo são miguel,1706.27
090760,centro,guarda,guarda,jarmelo são pedro,3107.97
090761,centro,guarda,guarda,união de freguesias de avelãs de ambom e rocamondo,1333.67
090762,centro,guarda,guarda,união de freguesias de corujeira e trinta,1246.99
090763,centro,guarda,guarda,"união de freguesias de mizarela, pêro soares e vila soeiro",1401.79
090764,centro,guarda,guarda,união de freguesias de pousade e albardo,1688.77
090765,centro,guarda,guarda,união de freguesias de rochoso e monte margarida,2365.92
090766,centro,guarda,guarda,adão,2832.17
090801,centro,guarda,manteigas,sameiro,2202.89
090802,centro,guarda,manteigas,manteigas (santa maria),2230.09
090803,centro,guarda,manteigas,manteigas (são pedro),6088.11
090804,centro,guarda,manteigas,vale de amoreira,1676.46
090901,centro,guarda,mêda,aveloso,745.79
090902,centro,guarda,mêda,barreira,2572.67
090905,centro,guarda,mêda,coriscada,2518.76
090907,centro,guarda,mêda,longroiva,4127.81
090908,centro,guarda,mêda,marialva,1920.63
090912,centro,guarda,mêda,poço do canto,1621.85
090914,centro,guarda,mêda,rabaçal,1404.09
090915,centro,guarda,mêda,ranhados,2532.02
090917,centro,guarda,mêda,"mêda, outeiro de gatos e fonte longa",5094.53
090918,centro,guarda,mêda,prova e casteição,2602.61
090919,centro,guarda,mêda,"união das freguesias de vale flor, carvalhal e pai penela",3464.16
091009,centro,guarda,pinhel,ervedosa,1284.23
091010,centro,guarda,pinhel,freixedas,3310.87
091012,centro,guarda,pinhel,lamegal,2196.24
091013,centro,guarda,pinhel,lameiras,1776.34
091014,centro,guarda,pinhel,manigoto,1588.68
091015,centro,guarda,pinhel,pala,1424.12
091017,centro,guarda,pinhel,pinhel,4465.21
091018,centro,guarda,pinhel,pínzio,2713
091024,centro,guarda,pinhel,souro pires,1567.26
091027,centro,guarda,pinhel,vascoveiro,1808.85
091028,centro,guarda,pinhel,agregação das freguesias sul de pinhel,4081.83
091029,centro,guarda,pinhel,alverca da beira/bouça cova,1973.36
091030,centro,guarda,pinhel,terras de massueime,1239.38
091031,centro,guarda,pinhel,valbom/bogalhal,3233
091032,centro,guarda,pinhel,alto do palurdo,4730.73
091033,centro,guarda,pinhel,vale do côa,5219.53
091034,centro,guarda,pinhel,vale do massueime,2407.34
091035,centro,guarda,pinhel,união das freguesias de atalaia e safurdão,3432.16
091101,centro,guarda,sabugal,águas belas,2056.85
091102,centro,guarda,sabugal,aldeia do bispo,1313.7
091103,centro,guarda,sabugal,aldeia da ponte,3669.07
091106,centro,guarda,sabugal,aldeia velha,2087.88
091107,centro,guarda,sabugal,alfaiates,3143.43
091109,centro,guarda,sabugal,baraçal,1603.45
091110,centro,guarda,sabugal,bendada,3459.89
091111,centro,guarda,sabugal,bismula,1912.96
091112,centro,guarda,sabugal,casteleiro,4450.22
091113,centro,guarda,sabugal,cerdeira,2342.87
091114,centro,guarda,sabugal,fóios,2830.97
091118,centro,guarda,sabugal,malcata,2125
091120,centro,guarda,sabugal,nave,2712.64
091123,centro,guarda,sabugal,quadrazais,4061.16
091124,centro,guarda,sabugal,quintas de são bartolomeu,1063.72
091125,centro,guarda,sabugal,rapoula do côa,793.91
091126,centro,guarda,sabugal,rebolosa,897.63
091127,centro,guarda,sabugal,rendo,2151.19
091133,centro,guarda,sabugal,sortelha,3963.76
091134,centro,guarda,sabugal,souto,2808.86
091136,centro,guarda,sabugal,vale de espinho,3160.82
091138,centro,guarda,sabugal,vila boa,861.55
091139,centro,guarda,sabugal,vila do touro,2331.3
091141,centro,guarda,sabugal,"união das freguesias de aldeia da ribeira, vilar maior e badamalos",6878.51
091142,centro,guarda,sabugal,união das freguesias de lajeosa e forcalhos,2893.01
091143,centro,guarda,sabugal,"união das freguesias de pousafoles do bispo, pena lobo e lomba",3816.37
091144,centro,guarda,sabugal,"união das freguesias de ruvina, ruivós e vale das éguas",1842.43
091145,centro,guarda,sabugal,união das freguesias do sabugal e aldeia de santo antónio,5633.77
091146,centro,guarda,sabugal,união das freguesias de santo estêvão e moita,2900.17
091147,centro,guarda,sabugal,união das freguesias de seixo do côa e vale longo,2502.74
091201,centro,guarda,seia,alvoco da serra,3756.82
091205,centro,guarda,seia,girabolhos,1773.65
091207,centro,guarda,seia,loriga,3625.03
091208,centro,guarda,seia,paranhos,2122.91
091209,centro,guarda,seia,pinhanços,832.55
091210,centro,guarda,seia,sabugueiro,4006.93
091212,centro,guarda,seia,sandomil,1322.31
091213,centro,guarda,seia,santa comba,1182.52
091216,centro,guarda,seia,santiago,743.49
091219,centro,guarda,seia,sazes da beira,779.21
091221,centro,guarda,seia,teixeira,1592.11
091224,centro,guarda,seia,travancinha,1247.05
091225,centro,guarda,seia,valezim,1208.52
091228,centro,guarda,seia,vila cova à coelheira,767.63
091230,centro,guarda,seia,união das freguesias de carragozela e várzea de meruge,1007.87
091231,centro,guarda,seia,união das freguesias de sameice e santa eulália,1426.95
091232,centro,guarda,seia,união das freguesias de santa marinha e são martinho,1508.1
091233,centro,guarda,seia,"união das freguesias de seia, são romão e lapa dos dinheiros",5379.56
091234,centro,guarda,seia,união das freguesias de torrozelo e folhadosa,1020.43
091235,centro,guarda,seia,união das freguesias de tourais e lajes,2617.73
091236,centro,guarda,seia,união das freguesias de vide e cabeça,5647.46
091301,centro,guarda,trancoso,aldeia nova,2681.11
091303,centro,guarda,trancoso,castanheira,999.34
091304,centro,guarda,trancoso,cogula,463.69
091305,centro,guarda,trancoso,cótimos,1347.53
091307,centro,guarda,trancoso,fiães,962.4
091309,centro,guarda,trancoso,granja,924.99
091310,centro,guarda,trancoso,guilheiro,1367.93
091311,centro,guarda,trancoso,moimentinha,667.04
091312,centro,guarda,trancoso,moreira de rei,3292.92
091313,centro,guarda,trancoso,palhais,432.39
091314,centro,guarda,trancoso,póvoa do concelho,1083.42
091315,centro,guarda,trancoso,reboleiro,449.35
091316,centro,guarda,trancoso,rio de mel,2335.9
091321,centro,guarda,trancoso,tamanhos,832.06
091325,centro,guarda,trancoso,valdujo,1531.07
091330,centro,guarda,trancoso,união das freguesias de freches e torres,2385.4
091331,centro,guarda,trancoso,"união das freguesias de torre do terrenho, sebadelhe da serra e terrenho",2939.48
091332,centro,guarda,trancoso,união das freguesias de trancoso (são pedro e santa maria) e souto maior,5803.77
091333,centro,guarda,trancoso,união das freguesias de vale do seixo e vila garcia,2034.99
091334,centro,guarda,trancoso,união das freguesias de vila franca das naves e feital,1603.71
091335,centro,guarda,trancoso,união das freguesias de vilares e carnicães,2013.98
091401,norte,guarda,vila nova de foz côa,almendra,5440.65
091402,norte,guarda,vila nova de foz côa,castelo melhor,3677.23
091403,norte,guarda,vila nova de foz côa,cedovim,3210.42
091404,norte,guarda,vila nova de foz côa,chãs,1760.19
091405,norte,guarda,vila nova de foz côa,custóias,1087.03
091407,norte,guarda,vila nova de foz côa,horta,1006.66
091410,norte,guarda,vila nova de foz côa,muxagata,2653.42
091411,norte,guarda,vila nova de foz côa,numão,2304.98
091412,norte,guarda,vila nova de foz côa,santa comba,3054.18
091414,norte,guarda,vila nova de foz côa,sebadelhe,807.86
091415,norte,guarda,vila nova de foz côa,seixas,1221.12
091416,norte,guarda,vila nova de foz côa,touça,939.41
091418,norte,guarda,vila nova de foz côa,freixo de numão,3634.94
091419,norte,guarda,vila nova de foz côa,vila nova de foz côa,9017.08
100102,centro,leiria,alcobaça,alfeizerão,2798.68
100104,centro,leiria,alcobaça,bárrio,1501.28
100105,centro,leiria,alcobaça,benedita,2917.55
100106,centro,leiria,alcobaça,cela,2582.71
100108,centro,leiria,alcobaça,évora de alcobaça,4242.38
100109,centro,leiria,alcobaça,maiorga,1003.81
100112,centro,leiria,alcobaça,são martinho do porto,1463.73
100114,centro,leiria,alcobaça,turquel,4056.73
100116,centro,leiria,alcobaça,vimeiro,2016.57
100120,centro,leiria,alcobaça,aljubarrota,4794.2
100121,centro,leiria,alcobaça,união das freguesias de alcobaça e vestiaria,980.61
100122,centro,leiria,alcobaça,"união das freguesias de coz, alpedriz e montes",3747.44
100123,centro,leiria,alcobaça,união das freguesias de pataias e martingança,8708.39
100201,centro,leiria,alvaiázere,almoster,2584.04
100204,centro,leiria,alvaiázere,maçãs de dona maria,2454.26
100205,centro,leiria,alvaiázere,pelmá,3039.49
100208,centro,leiria,alvaiázere,alvaiázere,3851.69
100209,centro,leiria,alvaiázere,pussos são pedro,4118.28
100301,centro,leiria,ansião,alvorge,3904.52
100303,centro,leiria,ansião,avelar,849.58
100304,centro,leiria,ansião,chão de couce,2379.49
100306,centro,leiria,ansião,pousaflores,2527.46
100307,centro,leiria,ansião,santiago da guarda,4123.38
100309,centro,leiria,ansião,ansião,3825
100401,centro,leiria,batalha,batalha,2841.64
100402,centro,leiria,batalha,reguengo do fetal,2816.55
100403,centro,leiria,batalha,são mamede,4177.16
100404,centro,leiria,batalha,golpilheira,506.25
100502,centro,leiria,bombarral,carvalhal,3234.24
100503,centro,leiria,bombarral,roliça,2263.39
100505,centro,leiria,bombarral,pó,676.92
100506,centro,leiria,bombarral,união das freguesias do bombarral e vale covo,2954
100601,centro,leiria,caldas da rainha,a dos francos,1893.21
100602,centro,leiria,caldas da rainha,alvorninha,3760.14
100604,centro,leiria,caldas da rainha,carvalhal benfeito,1394.9
100606,centro,leiria,caldas da rainha,foz do arelho,962.39
100607,centro,leiria,caldas da rainha,landal,1020.5
100608,centro,leiria,caldas da rainha,nadadouro,1060.08
100609,centro,leiria,caldas da rainha,salir de matos,2459.32
100611,centro,leiria,caldas da rainha,santa catarina,1997.86
100615,centro,leiria,caldas da rainha,vidais,2148.5
100617,centro,leiria,caldas da rainha,"união das freguesias de caldas da rainha - nossa senhora do pópulo, coto e são gregório",3168.87
100618,centro,leiria,caldas da rainha,união das freguesias de caldas da rainha - santo onofre e serra do bouro,2750.93
100619,centro,leiria,caldas da rainha,união das freguesias de tornada e salir do porto,2952.75
100703,centro,leiria,castanheira de pêra,união das freguesias de castanheira de pêra e coentral,6677.45
100801,centro,leiria,figueiró dos vinhos,aguda,3966.77
100802,centro,leiria,figueiró dos vinhos,arega,2864.1
100803,centro,leiria,figueiró dos vinhos,campelo,5164.05
100806,centro,leiria,figueiró dos vinhos,união das freguesias de figueiró dos vinhos e bairradas,5349.07
100901,centro,leiria,leiria,amor,2348.41
100902,centro,leiria,leiria,arrabal,2008.5
100907,centro,leiria,leiria,caranguejeira,3098.93
100909,centro,leiria,leiria,coimbrão,5219.38
100913,centro,leiria,leiria,maceira,4702.7
